,date,l_ipn,r_asn,f,category
16710,2006-09-10,2,7132,3,0
16711,2006-09-10,2,7377,84,1
16712,2006-09-10,2,7774,1,0
16713,2006-09-10,2,9800,1,0
16724,2006-09-10,3,5650,1,0
16725,2006-09-10,3,7497,28,1
16726,2006-09-10,3,9800,34,1
16732,2006-09-10,4,6428,1,0
16733,2006-09-10,4,7132,49,1
16734,2006-09-10,4,7497,2,0
16735,2006-09-10,4,9800,2,0
16743,2006-09-10,6,5650,5,0
16744,2006-09-10,6,7497,33,1
16745,2006-09-10,6,9800,37,1
16764,2006-09-10,7,5650,2,0
16765,2006-09-10,7,6432,4,0
16766,2006-09-10,7,7132,4,0
16767,2006-09-10,7,8070,2,0
16768,2006-09-10,7,8075,2,0
16769,2006-09-10,7,9132,1,0
16770,2006-09-10,7,9156,6,1
16788,2006-09-10,8,5650,1,0
16789,2006-09-10,8,8070,2,0
16793,2006-09-10,9,8070,1,0
16794,2006-09-10,9,8075,2,0
16806,2006-09-11,0,5617,106,1
16807,2006-09-11,0,6395,1,0
16808,2006-09-11,0,6432,1,0
16809,2006-09-11,0,6724,1,0
16810,2006-09-11,0,6799,2,0
16811,2006-09-11,0,6939,2,0
16812,2006-09-11,0,7132,1,0
16813,2006-09-11,0,7738,2,0
16814,2006-09-11,0,8163,1,0
16815,2006-09-11,0,9105,1,0
16816,2006-09-11,0,9121,3,0
16843,2006-09-11,2,5617,90,1
16844,2006-09-11,2,5650,8,1
16845,2006-09-11,2,7018,67,1
16846,2006-09-11,2,7132,23,1
16847,2006-09-11,2,7377,87,1
16863,2006-09-11,3,5617,2,0
16864,2006-09-11,3,6128,1,0
16865,2006-09-11,3,7015,1,0
16866,2006-09-11,3,8970,5,0
16876,2006-09-11,4,5617,220,1
16877,2006-09-11,4,7132,50,1
16888,2006-09-11,6,5617,3,0
16889,2006-09-11,6,6128,2,0
16890,2006-09-11,6,7015,2,0
16891,2006-09-11,6,8970,6,1
16892,2006-09-11,6,9318,2,0
16893,2006-09-11,6,9808,1,0
16906,2006-09-11,7,6128,5,0
16907,2006-09-11,7,6432,10,1
16908,2006-09-11,7,7015,4,0
16909,2006-09-11,7,8070,1,0
16910,2006-09-11,7,8075,2,0
16911,2006-09-11,7,9156,7,1
16947,2006-09-11,8,5662,9,1
16948,2006-09-11,8,6128,1,0
16949,2006-09-11,8,6453,8,1
16950,2006-09-11,8,6650,3,0
16951,2006-09-11,8,7015,2,0
16952,2006-09-11,8,7018,96,1
16953,2006-09-11,8,7355,28,1
16954,2006-09-11,8,8070,7,1
16955,2006-09-11,8,8075,2,0
16996,2006-09-11,9,5779,459,1
16997,2006-09-11,9,6307,5,0
16998,2006-09-11,9,6432,24,1
16999,2006-09-11,9,6453,35,1
17000,2006-09-11,9,6478,2,0
17001,2006-09-11,9,6939,9,1
17002,2006-09-11,9,7018,15,1
17003,2006-09-11,9,7228,3,0
17004,2006-09-11,9,7342,2,0
17005,2006-09-11,9,7743,18,1
17006,2006-09-11,9,8002,1,0
17007,2006-09-11,9,8070,3,0
17008,2006-09-11,9,8075,2,0
17060,2006-09-12,0,5617,1218,1
17061,2006-09-12,0,6147,1,0
17062,2006-09-12,0,6332,1,0
17063,2006-09-12,0,6395,1,0
17064,2006-09-12,0,6432,2,0
17065,2006-09-12,0,6461,2,0
17066,2006-09-12,0,6724,1,0
17067,2006-09-12,0,6939,1,0
17068,2006-09-12,0,6993,2,0
17069,2006-09-12,0,7066,2,0
17070,2006-09-12,0,7643,1,0
17071,2006-09-12,0,7738,1,0
17072,2006-09-12,0,8075,1,0
17073,2006-09-12,0,9394,1,0
17103,2006-09-12,2,6360,1,0
17104,2006-09-12,2,7018,44,1
17105,2006-09-12,2,7377,83,1
17106,2006-09-12,2,8001,1,0
17127,2006-09-12,3,5078,2,0
17128,2006-09-12,3,5650,1,0
17129,2006-09-12,3,6197,1,0
17130,2006-09-12,3,7066,2,0
17131,2006-09-12,3,7132,2,0
17132,2006-09-12,3,9929,3,0
17144,2006-09-12,4,6428,1,0
17145,2006-09-12,4,7066,1,0
17146,2006-09-12,4,7132,2,0
17160,2006-09-12,6,5078,2,0
17161,2006-09-12,6,5650,2,0
17162,2006-09-12,6,6197,2,0
17163,2006-09-12,6,7066,2,0
17164,2006-09-12,6,7132,5,0
17165,2006-09-12,6,9808,1,0
17166,2006-09-12,6,9929,4,0
17167,2006-09-12,6,9930,2,0
17181,2006-09-12,7,5650,2,0
17182,2006-09-12,7,8070,1,0
17183,2006-09-12,7,8075,2,0
17184,2006-09-12,7,9156,7,1
17185,2006-09-12,7,9394,3,0
17204,2006-09-12,8,5650,1,0
17205,2006-09-12,8,5662,41,1
17206,2006-09-12,8,6629,1,0
17207,2006-09-12,8,7018,23,1
17208,2006-09-12,8,8075,2,0
17209,2006-09-12,8,9394,2,0
17232,2006-09-12,9,5779,236,1
17233,2006-09-12,9,6381,5,0
17234,2006-09-12,9,6432,26,1
17235,2006-09-12,9,7018,2,0
17236,2006-09-12,9,7132,17,1
17237,2006-09-12,9,8070,5,0
17238,2006-09-12,9,8075,59,1
17239,2006-09-12,9,8182,2,0
17240,2006-09-12,9,9221,5,0
17294,2006-09-13,0,5413,1,0
17295,2006-09-13,0,5462,1,0
17296,2006-09-13,0,6432,1,0
17297,2006-09-13,0,6461,1,0
17298,2006-09-13,0,6724,1,0
17299,2006-09-13,0,6939,1,0
17300,2006-09-13,0,7018,1,0
17301,2006-09-13,0,7643,1,0
17302,2006-09-13,0,7738,1,0
17303,2006-09-13,0,8052,1,0
17304,2006-09-13,0,8167,1,0
17305,2006-09-13,0,8346,1,0
17306,2006-09-13,0,9824,1,0
17344,2006-09-13,2,6079,1,0
17345,2006-09-13,2,7018,238,1
17346,2006-09-13,2,7132,3,0
17347,2006-09-13,2,7377,97,1
17362,2006-09-13,3,6478,1,0
17363,2006-09-13,3,6994,2,0
17364,2006-09-13,3,9457,2,0
17365,2006-09-13,3,9929,1,0
17366,2006-09-13,3,9930,2,0
17378,2006-09-13,4,6478,3,0
17379,2006-09-13,4,7132,39,1
17380,2006-09-13,4,8560,36,1
17381,2006-09-13,4,9156,1,0
17395,2006-09-13,6,6478,2,0
17396,2006-09-13,6,9318,6,1
17397,2006-09-13,6,9808,5,0
17398,2006-09-13,6,9929,3,0
17399,2006-09-13,6,9930,1,0
17418,2006-09-13,7,6453,2,0
17419,2006-09-13,7,7132,38,1
17420,2006-09-13,7,7342,2,0
17421,2006-09-13,7,8070,9,1
17422,2006-09-13,7,8075,13,1
17423,2006-09-13,7,9156,8,1
17456,2006-09-13,8,5650,3,0
17457,2006-09-13,8,5662,12,1
17458,2006-09-13,8,7018,11,1
17459,2006-09-13,8,8075,2,0
17460,2006-09-13,8,8365,6,1
17490,2006-09-13,9,5779,137,1
17491,2006-09-13,9,7018,1,0
17492,2006-09-13,9,8070,3,0
17493,2006-09-13,9,8075,2,0
17494,2006-09-13,9,8137,6,1
17518,2006-09-14,0,5413,1,0
17519,2006-09-14,0,6432,1,0
17520,2006-09-14,0,6461,1,0
17521,2006-09-14,0,6478,1,0
17522,2006-09-14,0,6724,1,0
17523,2006-09-14,0,6939,1,0
17524,2006-09-14,0,6993,1,0
17525,2006-09-14,0,7132,1,0
17526,2006-09-14,0,7377,6,1
17527,2006-09-14,0,7393,1,0
17528,2006-09-14,0,7738,1,0
17529,2006-09-14,0,9121,1,0
17530,2006-09-14,0,9143,1,0
17563,2006-09-14,2,6106,2,0
17564,2006-09-14,2,7018,162,1
17565,2006-09-14,2,7132,2,0
17566,2006-09-14,2,7377,86,1
17582,2006-09-14,3,8820,5,0
17595,2006-09-14,4,6428,1,0
17596,2006-09-14,4,7132,11,1
17616,2006-09-14,6,8820,6,1
17617,2006-09-14,6,9808,4,0
17639,2006-09-14,7,6334,2,0
17640,2006-09-14,7,6432,1,0
17641,2006-09-14,7,6461,2,0
17642,2006-09-14,7,7859,2,0
17643,2006-09-14,7,8070,6,1
17644,2006-09-14,7,8075,2,0
17645,2006-09-14,7,9156,8,1
17686,2006-09-14,8,5662,32,1
17687,2006-09-14,8,6140,2,0
17688,2006-09-14,8,6461,1,0
17689,2006-09-14,8,7018,15,1
17690,2006-09-14,8,7859,3,0
17691,2006-09-14,8,8001,2,0
17692,2006-09-14,8,8070,6,1
17693,2006-09-14,8,8075,4,0
17694,2006-09-14,8,8972,1,0
17739,2006-09-14,9,5779,265,1
17740,2006-09-14,9,6432,27,1
17741,2006-09-14,9,6508,1,0
17742,2006-09-14,9,6939,3,0
17743,2006-09-14,9,7018,1,0
17744,2006-09-14,9,7132,1,0
17745,2006-09-14,9,7796,1,0
17746,2006-09-14,9,8070,9,1
17747,2006-09-14,9,8075,55,1
17791,2006-09-15,0,5466,1,0
17792,2006-09-15,0,6327,1,0
17793,2006-09-15,0,6432,1,0
17794,2006-09-15,0,6461,1,0
17795,2006-09-15,0,6517,2,0
17796,2006-09-15,0,6700,1,0
17797,2006-09-15,0,6724,1,0
17798,2006-09-15,0,6939,1,0
17799,2006-09-15,0,6993,1,0
17800,2006-09-15,0,7395,1,0
17801,2006-09-15,0,7725,2,0
17802,2006-09-15,0,9318,1,0
17803,2006-09-15,0,9416,1,0
17804,2006-09-15,0,9803,1,0
17805,2006-09-15,0,9829,1,0
17844,2006-09-15,2,6517,1,0
17845,2006-09-15,2,7018,131,1
17846,2006-09-15,2,7132,21,1
17847,2006-09-15,2,7377,83,1
17864,2006-09-15,3,6517,2,0
17865,2006-09-15,3,6678,1,0
17866,2006-09-15,3,8196,1,0
17867,2006-09-15,3,9800,2,0
17868,2006-09-15,3,9829,1,0
17880,2006-09-15,4,6517,1,0
17881,2006-09-15,4,7132,10,1
17882,2006-09-15,4,9829,9,1
17902,2006-09-15,6,6517,2,0
17903,2006-09-15,6,6678,6,1
17904,2006-09-15,6,8196,2,0
17905,2006-09-15,6,9800,2,0
17906,2006-09-15,6,9829,2,0
17930,2006-09-15,7,6140,2,0
17931,2006-09-15,7,6678,6,1
17932,2006-09-15,7,6992,4,0
17933,2006-09-15,7,7046,2,0
17934,2006-09-15,7,7132,3,0
17935,2006-09-15,7,7342,14,1
17936,2006-09-15,7,7726,4,0
17937,2006-09-15,7,8001,114,1
17938,2006-09-15,7,8070,3,0
17939,2006-09-15,7,8075,9,1
17940,2006-09-15,7,8196,4,0
17941,2006-09-15,7,8468,1,0
17942,2006-09-15,7,9156,12,1
17943,2006-09-15,7,9218,1,0
17986,2006-09-15,8,6678,1,0
17987,2006-09-15,8,8075,2,0
17988,2006-09-15,8,8196,1,0
17993,2006-09-15,9,8070,3,0
17994,2006-09-15,9,8075,2,0
18005,2006-09-16,0,5089,1,0
18006,2006-09-16,0,5413,1,0
18007,2006-09-16,0,6517,17,1
18008,2006-09-16,0,6713,1,0
18009,2006-09-16,0,6830,1,0
18010,2006-09-16,0,6983,1,0
18011,2006-09-16,0,8167,1,0
18012,2006-09-16,0,8560,1,0
18013,2006-09-16,0,9121,1,0
18014,2006-09-16,0,9416,1,0
18047,2006-09-16,2,5413,1,0
18048,2006-09-16,2,6517,63,1
18049,2006-09-16,2,7018,174,1
18050,2006-09-16,2,7132,7,1
18051,2006-09-16,2,7377,88,1
18052,2006-09-16,2,7774,1,0
18071,2006-09-16,3,5413,2,0
18072,2006-09-16,3,6517,2,0
18073,2006-09-16,3,9095,2,0
18074,2006-09-16,3,9318,2,0
18075,2006-09-16,3,9800,1,0
18076,2006-09-16,3,9803,1,0
18089,2006-09-16,4,5413,1,0
18090,2006-09-16,4,6517,8,1
18091,2006-09-16,4,7132,2,0
18107,2006-09-16,6,5413,1,0
18108,2006-09-16,6,6517,2,0
18109,2006-09-16,6,9095,2,0
18110,2006-09-16,6,9318,2,0
18111,2006-09-16,6,9800,2,0
18112,2006-09-16,6,9803,2,0
18127,2006-09-16,7,6432,2,0
18128,2006-09-16,7,8070,3,0
18129,2006-09-16,7,9156,7,1
18144,2006-09-16,8,6517,818,1
18145,2006-09-16,8,8075,4,0
18151,2006-09-16,9,8070,3,0
18158,2006-09-17,0,5462,1,0
18159,2006-09-17,0,5466,1,0
18160,2006-09-17,0,5617,1,0
18161,2006-09-17,0,6327,2,0
18162,2006-09-17,0,6713,1,0
18163,2006-09-17,0,7132,1,0
18164,2006-09-17,0,8359,1,0
18165,2006-09-17,0,8737,1,0
18166,2006-09-17,0,9080,1,0
18167,2006-09-17,0,9095,1,0
18168,2006-09-17,0,9121,3,0
18169,2006-09-17,0,9277,1,0
18170,2006-09-17,0,9370,471,1
18171,2006-09-17,0,9498,1,0
18172,2006-09-17,0,9613,1,0
18197,2006-09-17,2,6366,1,0
18198,2006-09-17,2,7018,156,1
18199,2006-09-17,2,7132,3,0
18200,2006-09-17,2,7377,170,1
18201,2006-09-17,2,9095,1,0
18202,2006-09-17,2,9370,421,1
18223,2006-09-17,3,7132,2,0
18224,2006-09-17,3,8011,2,0
18225,2006-09-17,3,8972,2,0
18226,2006-09-17,3,9095,1,0
18227,2006-09-17,3,9370,1,0
18239,2006-09-17,4,5466,1,0
18240,2006-09-17,4,6405,1,0
18241,2006-09-17,4,6428,1,0
18242,2006-09-17,4,7132,16,1
18243,2006-09-17,4,8708,42,1
18244,2006-09-17,4,8871,1,0
18245,2006-09-17,4,8972,3,0
18246,2006-09-17,4,9095,2,0
18247,2006-09-17,4,9370,160,1
18248,2006-09-17,4,9829,40,1
18270,2006-09-17,6,7132,2,0
18271,2006-09-17,6,8972,2,0
18272,2006-09-17,6,9095,1,0
18273,2006-09-17,6,9370,1,0
18285,2006-09-17,7,7015,6,1
18286,2006-09-17,7,8070,3,0
18293,2006-09-17,8,6517,235,1
18294,2006-09-17,8,7015,1,0
18295,2006-09-17,8,8070,2,0
18296,2006-09-17,8,9095,1,0
18300,2006-09-17,9,8070,1,0
18301,2006-09-17,9,8075,2,0
18314,2006-09-18,0,5466,2,0
18315,2006-09-18,0,5617,1,0
18316,2006-09-18,0,6147,1,0
18317,2006-09-18,0,6198,1,0
18318,2006-09-18,0,6432,1,0
18319,2006-09-18,0,6461,1,0
18320,2006-09-18,0,6517,1,0
18321,2006-09-18,0,6724,1,0
18322,2006-09-18,0,6939,1,0
18323,2006-09-18,0,6993,2,0
18324,2006-09-18,0,7015,1,0
18325,2006-09-18,0,7418,1,0
18326,2006-09-18,0,7552,1,0
18327,2006-09-18,0,7776,1,0
18328,2006-09-18,0,8048,1,0
18329,2006-09-18,0,8151,2,0
18330,2006-09-18,0,9121,2,0
18331,2006-09-18,0,9316,1,0
18332,2006-09-18,0,9498,2,0
18357,2006-09-18,2,5617,1,0
18358,2006-09-18,2,5650,62,1
18359,2006-09-18,2,6517,1,0
18360,2006-09-18,2,7018,155,1
18361,2006-09-18,2,7132,2,0
18362,2006-09-18,2,7377,95,1
18363,2006-09-18,2,9316,1,0
18376,2006-09-18,3,5413,1,0
18377,2006-09-18,3,5617,2,0
18378,2006-09-18,3,6517,2,0
18379,2006-09-18,3,9316,2,0
18380,2006-09-18,3,9800,2,0
18394,2006-09-18,4,6405,3,0
18395,2006-09-18,4,6517,1,0
18396,2006-09-18,4,6746,3,0
18397,2006-09-18,4,7132,10,1
18398,2006-09-18,4,8708,53,1
18399,2006-09-18,4,9498,2,0
18400,2006-09-18,4,9829,53,1
18408,2006-09-18,6,5413,1,0
18409,2006-09-18,6,6517,2,0
18410,2006-09-18,6,8737,2,0
18411,2006-09-18,6,9316,2,0
18412,2006-09-18,6,9498,1,0
18413,2006-09-18,6,9800,2,0
18428,2006-09-18,7,6432,9,1
18429,2006-09-18,7,6461,2,0
18430,2006-09-18,7,7726,4,0
18431,2006-09-18,7,8070,1,0
18432,2006-09-18,7,8075,4,0
18433,2006-09-18,7,9156,9,1
18457,2006-09-18,8,5662,24,1
18458,2006-09-18,8,6140,3,0
18459,2006-09-18,8,8001,3,0
18460,2006-09-18,8,8070,8,1
18461,2006-09-18,8,8075,7,1
18462,2006-09-18,8,8182,2,0
18483,2006-09-18,9,8070,1,0
18484,2006-09-18,9,8075,2,0
18495,2006-09-19,0,6327,1,0
18496,2006-09-19,0,6395,1,0
18497,2006-09-19,0,6432,1,0
18498,2006-09-19,0,6461,1,0
18499,2006-09-19,0,6478,1,0
18500,2006-09-19,0,6724,1,0
18501,2006-09-19,0,6939,1,0
18502,2006-09-19,0,7018,1,0
18503,2006-09-19,0,7132,1,0
18504,2006-09-19,0,7738,1,0
18505,2006-09-19,0,8323,1,0
18506,2006-09-19,0,8705,1,0
18507,2006-09-19,0,9316,1,0
18508,2006-09-19,0,9318,1,0
18509,2006-09-19,0,9829,2,0
18542,2006-09-19,2,5650,79,1
18543,2006-09-19,2,6539,379,1
18544,2006-09-19,2,7018,221,1
18545,2006-09-19,2,7132,6,1
18546,2006-09-19,2,7377,82,1
18547,2006-09-19,2,7774,1,0
18548,2006-09-19,2,9316,1,0
18568,2006-09-19,3,5413,1,0
18569,2006-09-19,3,6539,1,0
18570,2006-09-19,3,9316,1,0
18581,2006-09-19,6,6478,4,0
18582,2006-09-19,6,6539,1,0
18583,2006-09-19,6,9316,2,0
18595,2006-09-19,7,5413,6,1
18596,2006-09-19,7,6432,1,0
18597,2006-09-19,7,6453,2,0
18598,2006-09-19,7,6939,1,0
18599,2006-09-19,7,8070,2,0
18600,2006-09-19,7,8075,2,0
18601,2006-09-19,7,8182,2,0
18602,2006-09-19,7,9156,6,1
18623,2006-09-19,8,5662,1146,1
18624,2006-09-19,8,8075,2,0
18637,2006-09-19,9,5779,185,1
18638,2006-09-19,9,6307,6,1
18639,2006-09-19,9,6318,39,1
18640,2006-09-19,9,6432,5,0
18641,2006-09-19,9,6453,5,0
18642,2006-09-19,9,7018,9,1
18643,2006-09-19,9,7726,3,0
18644,2006-09-19,9,7743,29,1
18645,2006-09-19,9,7837,1,0
18646,2006-09-19,9,8002,1,0
18647,2006-09-19,9,8070,5,0
18648,2006-09-19,9,8075,2,0
18691,2006-09-20,0,6432,3,0
18692,2006-09-20,0,6461,1,0
18693,2006-09-20,0,6517,28,1
18694,2006-09-20,0,6724,1,0
18695,2006-09-20,0,6939,1,0
18696,2006-09-20,0,7543,25,1
18697,2006-09-20,0,7602,5,0
18698,2006-09-20,0,7738,1,0
18699,2006-09-20,0,8075,1,0
18700,2006-09-20,0,8402,1,0
18701,2006-09-20,0,8560,5,0
18702,2006-09-20,0,9316,1652,1
18703,2006-09-20,0,9318,2675,1
18704,2006-09-20,0,9800,1,0
18705,2006-09-20,0,9829,1,0
18741,2006-09-20,2,5650,147,1
18742,2006-09-20,2,6517,28,1
18743,2006-09-20,2,6539,3957,1
18744,2006-09-20,2,7018,138,1
18745,2006-09-20,2,7132,2,0
18746,2006-09-20,2,7377,133,1
18747,2006-09-20,2,8069,1059,1
18748,2006-09-20,2,9316,5214,1
18749,2006-09-20,2,9318,1970,1
18750,2006-09-20,2,9800,1,0
18770,2006-09-20,3,6517,2,0
18771,2006-09-20,3,8560,14,1
18772,2006-09-20,3,9318,1,0
18773,2006-09-20,3,9394,2,0
18774,2006-09-20,3,9800,1,0
18783,2006-09-20,6,6517,2,0
18784,2006-09-20,6,8560,18,1
18785,2006-09-20,6,9318,2,0
18786,2006-09-20,6,9394,1,0
18787,2006-09-20,6,9800,1,0
18799,2006-09-20,7,6128,3,0
18800,2006-09-20,7,6432,4,0
18801,2006-09-20,7,7342,2,0
18802,2006-09-20,7,8070,1,0
18803,2006-09-20,7,8075,2,0
18804,2006-09-20,7,9156,11,1
18828,2006-09-20,8,5662,1215,1
18829,2006-09-20,8,6128,1,0
18830,2006-09-20,8,6517,1,0
18831,2006-09-20,8,8075,2,0
18850,2006-09-20,9,5417,2,0
18851,2006-09-20,9,5779,283,1
18852,2006-09-20,9,6432,25,1
18853,2006-09-20,9,6461,11,1
18854,2006-09-20,9,6939,15,1
18855,2006-09-20,9,7342,1,0
18856,2006-09-20,9,7349,1,0
18857,2006-09-20,9,8070,6,1
18858,2006-09-20,9,8075,1,0
18859,2006-09-20,9,8404,41,1
18908,2006-09-21,0,5617,1,0
18909,2006-09-21,0,6147,1,0
18910,2006-09-21,0,6388,1,0
18911,2006-09-21,0,6432,1,0
18912,2006-09-21,0,6461,1,0
18913,2006-09-21,0,6724,1,0
18914,2006-09-21,0,6730,1,0
18915,2006-09-21,0,6830,1,0
18916,2006-09-21,0,6939,1,0
18917,2006-09-21,0,6993,2,0
18918,2006-09-21,0,7132,1,0
18919,2006-09-21,0,7393,1,0
18920,2006-09-21,0,7545,1,0
18921,2006-09-21,0,7738,2,0
18922,2006-09-21,0,8113,2,0
18923,2006-09-21,0,8151,2,0
18924,2006-09-21,0,8167,1,0
18925,2006-09-21,0,8228,1,0
18926,2006-09-21,0,9318,750,1
18963,2006-09-21,2,5650,200,1
18964,2006-09-21,2,7132,117,1
18965,2006-09-21,2,7377,82,1
18966,2006-09-21,2,7543,1,0
18967,2006-09-21,2,8069,6,1
18968,2006-09-21,2,9318,683,1
18986,2006-09-21,3,6128,2,0
18987,2006-09-21,3,8560,1,0
18988,2006-09-21,3,9370,2,0
19004,2006-09-21,6,8560,2,0
19005,2006-09-21,6,9370,2,0
19006,2006-09-21,6,9830,2,0
19023,2006-09-21,7,6939,5,0
19024,2006-09-21,7,8001,11,1
19025,2006-09-21,7,8070,1,0
19026,2006-09-21,7,8075,2,0
19027,2006-09-21,7,9156,9,1
19051,2006-09-21,8,5662,23,1
19052,2006-09-21,8,7859,8,1
19053,2006-09-21,8,8075,4,0
19073,2006-09-21,9,5067,3,0
19074,2006-09-21,9,5779,52,1
19075,2006-09-21,9,6356,2,0
19076,2006-09-21,9,6432,4,0
19077,2006-09-21,9,7224,1,0
19078,2006-09-21,9,8070,3,0
19079,2006-09-21,9,8075,2,0
19080,2006-09-21,9,9729,6,1
19111,2006-09-22,0,5483,1,0
19112,2006-09-22,0,6432,2,0
19113,2006-09-22,0,6724,1,0
19114,2006-09-22,0,6939,2,0
19115,2006-09-22,0,7018,1,0
19116,2006-09-22,0,7738,2,0
19117,2006-09-22,0,8447,1,0
19138,2006-09-22,2,5650,136,1
19139,2006-09-22,2,7018,67,1
19140,2006-09-22,2,7377,82,1
19141,2006-09-22,2,8069,12,1
19159,2006-09-22,3,9812,2,0
19168,2006-09-22,6,9812,1,0
19180,2006-09-22,7,8070,1,0
19181,2006-09-22,7,8075,2,0
19182,2006-09-22,7,9156,3,0
19202,2006-09-22,8,5662,22,1
19203,2006-09-22,8,7362,6,1
19204,2006-09-22,8,8075,2,0
19244,2006-09-22,9,5779,32,1
19245,2006-09-22,9,6432,94,1
19246,2006-09-22,9,6453,155,1
19247,2006-09-22,9,6461,8,1
19248,2006-09-22,9,6939,193,1
19249,2006-09-22,9,6984,1,0
19250,2006-09-22,9,7132,2,0
19251,2006-09-22,9,7342,2,0
19252,2006-09-22,9,8070,1,0
19253,2006-09-22,9,8075,2,0
19254,2006-09-22,9,9143,2,0
19255,2006-09-22,9,9929,2,0
19312,2006-09-23,0,5413,1,0
19313,2006-09-23,0,5617,1,0
19314,2006-09-23,0,6746,310,1
19315,2006-09-23,0,9121,1,0
19316,2006-09-23,0,9318,3,0
19346,2006-09-23,2,5650,1,0
19347,2006-09-23,2,6746,77,1
19348,2006-09-23,2,7018,160,1
19349,2006-09-23,2,7132,17,1
19350,2006-09-23,2,7377,79,1
19351,2006-09-23,2,8069,6,1
19352,2006-09-23,2,9318,3,0
19374,2006-09-23,3,6746,2,0
19375,2006-09-23,3,6850,2,0
19376,2006-09-23,3,6981,2,0
19377,2006-09-23,3,7132,1,0
19378,2006-09-23,3,9318,3,0
19394,2006-09-23,6,6746,1,0
19395,2006-09-23,6,6850,5,0
19396,2006-09-23,6,6981,2,0
19397,2006-09-23,6,9318,2,0
19398,2006-09-23,6,9803,2,0
19408,2006-09-23,7,7011,2,0
19409,2006-09-23,7,8070,1,0
19410,2006-09-23,7,8075,4,0
19411,2006-09-23,7,9156,3,0
19429,2006-09-23,8,5662,9,1
19430,2006-09-23,8,6140,5,0
19431,2006-09-23,8,6746,316,1
19432,2006-09-23,8,8001,5,0
19433,2006-09-23,8,8070,5,0
19434,2006-09-23,8,8075,11,1
19451,2006-09-23,9,5779,164,1
19452,2006-09-23,9,6181,2,0
19453,2006-09-23,9,8070,3,0
19454,2006-09-23,9,8075,2,0
19483,2006-09-24,0,5384,1,0
19484,2006-09-24,0,5486,1,0
19485,2006-09-24,0,5617,1,0
19486,2006-09-24,0,5668,1,0
19487,2006-09-24,0,6619,1,0
19488,2006-09-24,0,7018,1,0
19489,2006-09-24,0,7132,3,0
19490,2006-09-24,0,7470,1,0
19491,2006-09-24,0,7543,2,0
19492,2006-09-24,0,8075,1,0
19493,2006-09-24,0,8359,6,1
19494,2006-09-24,0,8422,23,1
19495,2006-09-24,0,8560,151,1
19496,2006-09-24,0,9318,1847,1
19497,2006-09-24,0,9824,1,0
19498,2006-09-24,0,9924,1,0
19522,2006-09-24,2,6360,1,0
19523,2006-09-24,2,6724,7,1
19524,2006-09-24,2,7018,144,1
19525,2006-09-24,2,7132,3,0
19526,2006-09-24,2,7377,83,1
19527,2006-09-24,2,7470,1,0
19528,2006-09-24,2,7543,2,0
19529,2006-09-24,2,8560,151,1
19530,2006-09-24,2,9116,5,0
19531,2006-09-24,2,9318,245,1
19532,2006-09-24,2,9924,1,0
19550,2006-09-24,3,5617,2,0
19551,2006-09-24,3,7016,1,0
19552,2006-09-24,3,7470,2,0
19553,2006-09-24,3,7543,1,0
19554,2006-09-24,3,8359,4,0
19555,2006-09-24,3,8560,2,0
19556,2006-09-24,3,9924,1,0
19570,2006-09-24,6,5617,1,0
19571,2006-09-24,6,7470,1,0
19572,2006-09-24,6,7543,1,0
19573,2006-09-24,6,8359,2,0
19574,2006-09-24,6,8422,1,0
19575,2006-09-24,6,8560,1,0
19576,2006-09-24,6,9803,2,0
19577,2006-09-24,6,9924,1,0
19591,2006-09-24,7,6939,2,0
19592,2006-09-24,7,7015,2,0
19593,2006-09-24,7,8070,2,0
19594,2006-09-24,7,8075,2,0
19595,2006-09-24,7,9156,5,0
19608,2006-09-24,8,5610,7,1
19609,2006-09-24,8,7543,2,0
19610,2006-09-24,8,8075,2,0
19611,2006-09-24,8,8560,151,1
19619,2006-09-24,9,8070,1,0
19620,2006-09-24,9,8075,4,0
19636,2006-09-25,0,5617,2,0
19637,2006-09-25,0,6432,1,0
19638,2006-09-25,0,6461,1,0
19639,2006-09-25,0,6517,47,1
19640,2006-09-25,0,6724,1,0
19641,2006-09-25,0,6903,1,0
19642,2006-09-25,0,6939,2,0
19643,2006-09-25,0,6993,2,0
19644,2006-09-25,0,7303,1,0
19645,2006-09-25,0,7891,1,0
19646,2006-09-25,0,8339,2,0
19647,2006-09-25,0,9394,1,0
19648,2006-09-25,0,9924,1235,1
19675,2006-09-25,2,5617,1,0
19676,2006-09-25,2,5650,137,1
19677,2006-09-25,2,6517,47,1
19678,2006-09-25,2,7018,142,1
19679,2006-09-25,2,7065,4,0
19680,2006-09-25,2,7132,4,0
19681,2006-09-25,2,7377,77,1
19682,2006-09-25,2,8167,1,0
19683,2006-09-25,2,9924,1,0
19699,2006-09-25,3,5617,2,0
19700,2006-09-25,3,6517,2,0
19701,2006-09-25,3,8167,2,0
19702,2006-09-25,3,8196,1,0
19703,2006-09-25,3,8708,1,0
19716,2006-09-25,4,5786,321,1
19717,2006-09-25,4,6337,5,0
19726,2006-09-25,6,5617,1,0
19727,2006-09-25,6,6517,2,0
19728,2006-09-25,6,8167,1,0
19729,2006-09-25,6,8196,2,0
19730,2006-09-25,6,8708,2,0
19745,2006-09-25,7,7377,3,0
19746,2006-09-25,7,8070,1,0
19747,2006-09-25,7,8075,2,0
19748,2006-09-25,7,8196,2,0
19749,2006-09-25,7,9156,8,1
